Salesforce Account Name,Simplified Platform Tier,Account Type,Is Ela Subscription,Is Pbf,Account Connections Cost,Account DLW Cost,Account Annualized Cost,Annualized Revenue,Account Cost Margin,# of Syncing Connections,Total Donkey Runtime (hrs),Minimum ARR (70% Margin - Compute),Ideal ARR (95% Margin - Compute),Account Connections Cost (Grand Total),Account DLW Cost (Grand Total),Account Annualized Cost (Grand Total),Annualized Revenue (Grand Total),Account Cost Margin (Grand Total),# of Syncing Connections (Grand Total),Total Donkey Runtime (hrs) (Grand Total),Minimum ARR (70% Margin - Compute) (Grand Total),Ideal ARR (95% Margin - Compute) (Grand Total)
"Coppel, S.A. de C.V.",BCF,Customer,false,false,43169.37242208565,0.0,43169.37242208565,438429.6000000001,0.9015363642826907,63,1254.030003888889,143897.90807361886,863387.448441713,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Tiime,,Customer,true,false,4295.548054600619,38709.11759236623,43004.66564696684,64172.34643150494,0.3298567367663836,180,2093.7265952777775,143348.88548988948,860093.3129393368,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
New Relic Inc.,Enterprise,Customer,false,false,3849.595008477817,39106.65630786078,42956.251316338596,207649.56,0.7931310265413585,126,4788.99483638889,143187.5043877953,859125.0263267718,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Marathon Data,,Customer,true,true,0.0,42902.79190604033,42902.79190604033,46005.03780000002,0.06743274307144875,749,33048.6884475,143009.30635346778,858055.8381208065,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"ROI Solutions, Inc",Enterprise,Customer,false,true,42454.60975778991,0.0,42454.60975778991,162252.72000000003,0.7383426930667794,259,10428.262317777779,141515.36585929972,849092.1951557982,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Dexcom, Inc.",Enterprise,Customer,false,false,42405.22835750464,0.0,42405.22835750464,274543.6799999999,0.8455428718755986,67,8958.15532777778,141350.76119168213,848104.5671500927,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Carilion Services,BCF,Customer,false,false,42310.36374886999,0.0,42310.36374886999,257176.56,0.8354812594550997,27,1777.0185322222226,141034.54582956663,846207.2749773997,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Sigma Computing (Customer),,Customer,true,true,41058.10705299965,0.0,41058.10705299965,200000.04,0.7947095057931006,149,9461.568891944447,136860.35684333218,821162.141059993,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Circular,Enterprise,Customer,false,false,40447.53305341407,0.0,40447.53305341407,10621.56,-2.8080595556033265,33,4596.785862500002,134825.1101780469,808950.6610682813,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Sierra Nevada Brewing,,Customer,true,false,40367.08344297605,0.0,40367.08344297605,212706.87115913798,0.8102220054152591,45,11506.742086111111,134556.94480992018,807341.6688595209,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Stanley 1913,Enterprise,Customer,false,false,0.0,38630.6103729656,38630.6103729656,142991.16,0.7298391706664551,15,1595.1991361111113,128768.70124321867,772612.207459312,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
DriveCentric,,Customer,true,false,38510.24914431831,0.0,38510.24914431831,317999.9999999998,0.8788985875964832,892,8914.427166944448,128367.4971477277,770204.9828863662,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Datasite LLC,Enterprise,Customer,false,false,37576.131287037606,0.0,37576.131287037606,395410.44,0.9049692990224598,90,8113.328042499999,125253.77095679202,751522.6257407521,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Krazybee Services Private Limited,,Customer,true,false,13670.861411729695,23801.1695435832,37472.03095531288,99999.999996,0.6252796904318824,17,1661.6344177777776,124906.76985104295,749440.6191062576,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
GloFox,,Customer,true,false,2605.8172510681643,34225.2558504512,36831.07310151935,209999.99999999997,0.8246139376118126,36,1219.6251736111112,122770.24367173118,736621.462030387,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Norges Bank Investment Management,,Customer,true,false,36317.37735921547,0.0,36317.37735921547,445000.08000000025,0.9183879307185395,330,9193.196711666673,121057.92453071823,726347.5471843093,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Fountain Inc,,Customer,true,false,2320.7917365375583,33304.29213455514,35625.0838710927,100938.46349269354,0.6470613615624193,55,2404.476863333333,118750.279570309,712501.6774218539,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Tide Platform Limited,,Customer,true,false,35597.19578223568,0.0,35597.19578223568,225000.00000000017,0.8417902409678415,893,8815.439781666664,118657.31927411893,711943.9156447136,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Snap,BCF,Customer,false,false,35486.29002852423,0.0,35486.29002852423,52349.693456911,0.322129936486964,35,2313.519363333334,118287.6334284141,709725.8005704845,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
dutchie,,Customer,true,false,34857.43750945894,0.0,34857.43750945894,194399.99999999997,0.820692193881384,272,7302.228924722222,116191.45836486314,697148.7501891787,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Oxxo Gas,,Customer,true,false,34550.59977978253,0.0,34550.59977978253,270581.6279999998,0.8723098828432558,1121,7775.944575833336,115168.66593260845,691011.9955956506,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
NSUSLAB,Enterprise,Customer,false,false,34471.090920968214,0.0,34471.090920968214,441503.6400000002,0.921923427582685,362,8979.176645555553,114903.63640322739,689421.8184193643,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
AllianceBernstein L.P,BCF,Customer,false,false,34435.06571432467,0.0,34435.06571432467,262724.7599999998,0.8689310222823129,362,3929.930453888888,114783.55238108225,688701.3142864933,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
OpenAI L.P.,,Customer,true,false,32047.734233342748,1862.4728677156286,33910.207101058375,1132271.159655074,0.9700511606147519,286,8309.261554166671,113034.02367019458,678204.1420211674,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Vertex Pharmaceuticals,BCF,HVR Only Customer,false,false,33788.32709454563,0.0,33788.32709454563,346357.3200000009,0.9024466204596295,1641,6726.664644444457,112627.75698181878,675766.5418909126,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
The Access Group,BCF,Customer,false,false,5875.175003058189,26762.705400790186,32637.880403848372,235438.80000000005,0.8613742492577758,204,5712.502745833335,108792.93467949457,652757.6080769674,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Ro.Co,,Customer,true,false,32432.363974556592,0.0,32432.363974556592,200000.04000000007,0.8378382125595746,246,7070.76712,108107.87991518865,648647.2794911318,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
FIGS,,Customer,true,false,31896.728630531834,0.0,31896.728630531834,78834.0,0.5953937561137094,161,3413.213466944443,106322.42876843945,637934.5726106366,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Zipline,,Customer,true,false,31736.436861168313,0.0,31736.436861168313,139999.91999999998,0.7733110357408182,195,6614.759123611113,105788.12287056104,634728.7372233663,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Tracer,Standard,Customer,false,true,30049.788267476575,1623.8646319272516,31673.652899403827,158530.80000000025,0.8002050522712068,2145,14126.190008333335,105578.84299801275,633473.0579880765,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Cantu Store,Enterprise,Customer,false,false,0.0,31631.25037768434,31631.25037768434,117394.8,0.7305566313185563,11,862.4069202777778,105437.5012589478,632625.0075536867,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
equals.app,,Customer,true,true,31509.57427468527,0.0,31509.57427468527,183868.5772343066,0.8286299119259941,447,21736.407311111114,105031.91424895091,630191.4854937054,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Checkout Technology Ltd.,BCF,HVR Only Customer,false,false,31049.105658014294,0.0,31049.105658014294,160266.48000000004,0.8062657540240836,435,4543.641950555556,103497.01886004765,620982.1131602859,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Morgans Financial Limited,,Customer,true,false,29744.02578846754,0.0,29744.02578846754,119999.99999999999,0.7521331184294371,37,4812.749103055556,99146.75262822513,594880.5157693508,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Blackstone Administrative Services Partnership L.P.,,Customer,true,false,29404.871531659723,0.0,29404.871531659723,311791.19604170375,0.9056905008705677,304,9528.811754722232,98016.23843886575,588097.4306331944,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Motion,Enterprise,Customer,false,false,29386.723417324276,0.0,29386.723417324276,134863.44,0.7821001494747258,4,451.70449583333317,97955.74472441425,587734.4683464855,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Red Hat Inc,BCF,Customer,false,false,29347.945744053064,0.0,29347.945744053064,300161.0399999999,0.9022259992700816,1264,8269.355503055534,97826.48581351021,586958.9148810613,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
VIPR,Enterprise,Customer,false,false,29236.160403399645,0.0,29236.160403399645,185053.44000000003,0.8420123376069116,185,9398.974596666669,97453.86801133215,584723.2080679928,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Advarra Inc,,Customer,true,false,29120.232130509685,0.0,29120.232130509685,297700.9079527156,0.9021829246985874,312,5412.424893055553,97067.44043503229,582404.6426101937,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Castore,,Customer,true,false,29024.101931234694,0.0,29024.101931234694,99749.99999999997,0.7090315595866195,83,11911.430382499999,96747.00643744899,580482.0386246939,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"CarGurus, Inc",,Customer,true,false,28462.418264985194,36.83479995787896,28499.253064943074,199673.36129497422,0.8572706299923424,151,2370.963883611111,94997.51021647692,569985.0612988614,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Altern Marketing, LLC",Enterprise,Customer,false,false,28409.544587661705,0.0,28409.544587661705,119929.19999999998,0.7631140323819244,124,13402.580539444443,94698.48195887235,568190.8917532341,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
EQT AB,,Customer,true,false,28369.894220087146,0.0,28369.894220087146,187284.96745284082,0.8485201743314994,477,5353.36387222222,94566.31406695716,567397.8844017428,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Sysdyne Technologies,Standard,Customer,false,true,28207.01675599919,0.0,28207.01675599919,43647.24,0.35375027708512174,244,9014.449412222217,94023.38918666398,564140.3351199838,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
ALKU,Enterprise,Customer,false,false,28066.603178427613,0.0,28066.603178427613,50250.48,0.4414659685155722,90,7071.77962138889,93555.34392809204,561332.0635685523,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Lendable Ltd,,Customer,true,false,27654.88460107888,0.0,27654.88460107888,109705.18820848613,0.7479163469596084,125,3008.2119177777786,92182.94867026294,553097.6920215776,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Edw. C. Levy Co.,Enterprise,Customer,false,false,0.0,27213.023585545085,27213.023585545085,54439.91999999999,0.5001274141191778,9,651.2727591666666,90710.07861848362,544260.4717109017,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Basedash,Standard,Customer,false,true,27064.188022416227,0.0,27064.188022416227,137800.08000000002,0.8035981690111049,452,13428.99527194445,90213.96007472076,541283.7604483245,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Reneuanatar Corporation (Mutiny),Standard,Customer,false,true,26966.72825018869,0.0,26966.72825018869,210989.51999999993,0.8721892525743047,1010,6749.851816666663,89889.09416729564,539334.5650037738,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Wind Creek Hospitality,,Customer,true,false,26908.69301084203,0.0,26908.69301084203,405000.0,0.9335587826892789,131,8644.160265555562,89695.64336947344,538173.8602168406,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Faire Wholesale, Inc.",,Customer,true,false,26552.586998183124,80.73425395633983,26633.321252139463,419996.8280519569,0.9365868514396383,177,7780.865396111107,88777.73750713155,532666.4250427892,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
FRASERS GROUP PLC,BCF,Customer,false,false,26620.67328578504,0.0,26620.67328578504,489872.0400000001,0.9456579042849944,232,8676.487624444444,88735.57761928347,532413.4657157008,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Maven Clinic Co,BCF,Customer,false,false,26495.465102497958,0.0,26495.465102497958,253488.24000000002,0.8954765510916879,98,1109.503507777778,88318.21700832652,529909.3020499591,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
General_Motors,,Customer,true,false,25979.698799805883,0.0,25979.698799805883,446024.30566449446,0.9417527285624022,179,5291.913492222221,86598.99599935295,519593.97599611763,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
